role,icd_code,icd_version_inferred,chapter,diagnosis,patients
principal,S14122A,ICD-10,Injury and poisoning,"Central cord syndrome at C2 level of cervical spinal cord, initial encounter",1
principal,S14154A,ICD-10,Injury and poisoning,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",1
principal,S22078A,ICD-10,Injury and poisoning,"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",1
principal,S2232XA,ICD-10,Injury and poisoning,"Fracture of one rib, left side, initial encounter for closed fracture",1
principal,S2243XA,ICD-10,Injury and poisoning,"Multiple fractures of ribs, bilateral, initial encounter for closed fracture",1
principal,S32011A,ICD-10,Injury and poisoning,"Stable burst fracture of first lumbar vertebra, initial encounter for closed fracture",1
principal,S32432A,ICD-10,Injury and poisoning,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",1
principal,S32592A,ICD-10,Injury and poisoning,"Other specified fracture of left pubis, initial encounter for closed fracture",1
principal,S36031A,ICD-10,Injury and poisoning,"Moderate laceration of spleen, initial encounter",1
principal,S36591A,ICD-10,Injury and poisoning,"Other injury of transverse colon, initial encounter",1
principal,S36898A,ICD-10,Injury and poisoning,"Other injury of other intra-abdominal organs, initial encounter",1
principal,S37051A,ICD-10,Injury and poisoning,"Moderate laceration of right kidney, initial encounter",1
principal,S37062A,ICD-10,Injury and poisoning,"Major laceration of left kidney, initial encounter",1
principal,S52021B,ICD-10,Injury and poisoning,"Displaced fracture of olecranon process without intraarticular extension of right ulna, initial encounter for open fracture type I or II",1
principal,S71051A,ICD-10,Injury and poisoning,"Open bite, right hip, initial encounter",1
principal,S72001A,ICD-10,Injury and poisoning,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",1
principal,S72002A,ICD-10,Injury and poisoning,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",1
principal,S72142A,ICD-10,Injury and poisoning,"Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture",1
principal,S72351A,ICD-10,Injury and poisoning,"Displaced comminuted fracture of shaft of right femur, initial encounter for closed fracture",1
principal,S72402A,ICD-10,Injury and poisoning,"Unspecified fracture of lower end of left femur, initial encounter for closed fracture",1
principal,S72455A,ICD-10,Injury and poisoning,"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for closed fracture",1
principal,S72492A,ICD-10,Injury and poisoning,"Other fracture of lower end of left femur, initial encounter for closed fracture",1
principal,S82101A,ICD-10,Injury and poisoning,"Unspecified fracture of upper end of right tibia, initial encounter for closed fracture",1
principal,S82252A,ICD-10,Injury and poisoning,"Displaced comminuted fracture of shaft of left tibia, initial encounter for closed fracture",1
principal,S82862A,ICD-10,Injury and poisoning,"Displaced Maisonneuve's fracture of left leg, initial encounter for closed fracture",1
principal,S82892K,ICD-10,Injury and poisoning,"Other fracture of left lower leg, subsequent encounter for closed fracture with nonunion",1
principal,T17990A,ICD-10,Injury and poisoning,"Other foreign object in respiratory tract, part unspecified in causing asphyxiation, initial encounter",1
principal,T184XXA,ICD-10,Injury and poisoning,"Foreign body in colon, initial encounter",1
principal,T391X1A,ICD-10,Injury and poisoning,"Poisoning by 4-Aminophenol derivatives, accidental (unintentional), initial encounter",1
principal,T391X2A,ICD-10,Injury and poisoning,"Poisoning by 4-Aminophenol derivatives, intentional self-harm, initial encounter",1
principal,T401X1A,ICD-10,Injury and poisoning,"Poisoning by heroin, accidental (unintentional), initial encounter",1
principal,T426X1A,ICD-10,Injury and poisoning,"Poisoning by other antiepileptic and sedative-hypnotic drugs, accidental (unintentional), initial encounter",1
principal,T43012A,ICD-10,Injury and poisoning,"Poisoning by tricyclic antidepressants, intentional self-harm, initial encounter",1
principal,T794XXA,ICD-10,Injury and poisoning,"Traumatic shock, initial encounter",1
principal,T80211A,ICD-10,Injury and poisoning,"Bloodstream infection due to central venous catheter, initial encounter",1
principal,T8029XA,ICD-10,Injury and poisoning,"Infection following other infusion, transfusion and therapeutic injection, initial encounter",1
principal,T8119XA,ICD-10,Injury and poisoning,"Other postprocedural shock, initial encounter",1
principal,T8141XA,ICD-10,Injury and poisoning,"Infection following a procedure, superficial incisional surgical site, initial encounter",1
principal,T8144XA,ICD-10,Injury and poisoning,"Sepsis following a procedure, initial encounter",1
principal,T8149XA,ICD-10,Injury and poisoning,"Infection following a procedure, other surgical site, initial encounter",1
principal,T82538A,ICD-10,Injury and poisoning,"Leakage of other cardiac and vascular devices and implants, initial encounter",1
principal,T82838A,ICD-10,Injury and poisoning,"Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter",1
principal,T82857A,ICD-10,Injury and poisoning,"Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter",1
principal,T82868A,ICD-10,Injury and poisoning,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",1
principal,T84010A,ICD-10,Injury and poisoning,"Broken internal right hip prosthesis, initial encounter",1
principal,T84028A,ICD-10,Injury and poisoning,"Dislocation of other internal joint prosthesis, initial encounter",1
principal,T84033A,ICD-10,Injury and poisoning,"Mechanical loosening of internal left knee prosthetic joint, initial encounter",1
principal,T84090A,ICD-10,Injury and poisoning,"Other mechanical complication of internal right hip prosthesis, initial encounter",1
principal,T8501XA,ICD-10,Injury and poisoning,"Breakdown (mechanical) of ventricular intracranial (communicating) shunt, initial encounter",1
principal,T85520A,ICD-10,Injury and poisoning,"Displacement of bile duct prosthesis, initial encounter",1
principal,T85614A,ICD-10,Injury and poisoning,"Breakdown (mechanical) of insulin pump, initial encounter",1
principal,T85628A,ICD-10,Injury and poisoning,"Displacement of other specified internal prosthetic devices, implants and grafts, initial encounter",1
principal,T85734A,ICD-10,Injury and poisoning,"Infection and inflammatory reaction due to implanted electronic neurostimulator, generator, initial encounter",1
principal,T85898A,ICD-10,Injury and poisoning,"Other specified complication of other internal prosthetic devices, implants and grafts, initial encounter",1
principal,T8611,ICD-10,Injury and poisoning,Kidney transplant rejection,1
principal,T8641,ICD-10,Injury and poisoning,Liver transplant rejection,1
principal,T8649,ICD-10,Injury and poisoning,Other complications of liver transplant,1
principal,T888XXA,ICD-10,Injury and poisoning,"Other specified complications of surgical and medical care, not elsewhere classified, initial encounter",1
principal,29620,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, single episode, unspecified",7
principal,29690,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Unspecified episodic mood disorder,7
principal,29532,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Paranoid type schizophrenia, chronic",3
principal,29644,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior",3
principal,2989,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Unspecified psychosis,3
principal,311,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Depressive disorder, not elsewhere classified",3
principal,29181,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Alcohol withdrawal,2
principal,2948,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Other persistent mental disorders due to conditions classified elsewhere,2
principal,29570,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Schizoaffective disorder, unspecified",2
principal,29574,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Schizoaffective disorder, chronic with acute exacerbation",2
principal,29624,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, single episode, severe, specified as with psychotic behavior",2
principal,29633,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior",2
principal,29640,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Bipolar I disorder, most recent episode (or current) manic, unspecified",2
principal,3071,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Anorexia nervosa,2
principal,29281,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Drug-induced delirium,1
principal,29284,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Drug-induced mood disorder,1
principal,29514,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Disorganized type schizophrenia, chronic with acute exacerbation",1
principal,29622,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, single episode, moderate",1
principal,29632,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, recurrent episode, moderate",1
principal,29634,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior",1
principal,29635,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Major depressive affective disorder, recurrent episode, in partial or unspecified remission",1
principal,29643,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Bipolar I disorder, most recent episode (or current) manic, severe, without mention of psychotic behavior",1
principal,29650,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Bipolar I disorder, most recent episode (or current) depressed, unspecified",1
principal,3004,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Dysthymic disorder,1
principal,3017,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Antisocial personality disorder,1
principal,30500,ICD-9,"Mental, behavioural and neurodevelopmental disorders","Alcohol abuse, unspecified",1
principal,3094,ICD-9,"Mental, behavioural and neurodevelopmental disorders",Adjustment disorder with mixed disturbance of emotions and conduct,1
principal,F312,ICD-10,"Mental, behavioural and neurodevelopmental disorders","Bipolar disorder, current episode manic severe with psychotic features",5
principal,F332,ICD-10,"Mental, behavioural and neurodevelopmental disorders","Major depressive disorder, recurrent severe without psychotic features",3
principal,F250,ICD-10,"Mental, behavioural and neurodevelopmental disorders","Schizoaffective disorder, bipolar type",2
principal,F29,ICD-10,"Mental, behavioural and neurodevelopmental disorders",Unspecified psychosis not due to a substance or known physiological condition,2
principal,F319,ICD-10,"Mental, behavioural and neurodevelopmental disorders","Bipolar disorder, unspecified",2
principal,F339,ICD-10,"Mental, behavioural and neurodevelopmental disorders","Major depressive disorder, recurrent, unspecified",2
principal,F458,ICD-10,"Mental, behavioural and neurodevelopmental disorders",Other somatoform disorders,2
